"","date","deaths","cases","population","cases_daily","cases_contagious","cases_active","pct_cli","pct_ili","pct_fever","pct_cough","pct_difficulty_breathing","pct_fatigue","pct_stuffy_runny_nose","pct_aches_muscle_pain","pct_sore_throat","pct_chest_pain","pct_nausea","pct_anosmia_ageusia","pct_eye_pain","pct_headache","pct_cmnty_sick","pct_ever_tested","pct_tested_recently","pct_worked_outside_home","pct_grocery_outside_home","pct_ate_outside_home","pct_spent_time_with_non_hh","pct_attended_public_event","pct_used_public_transit","pct_direct_contact_with_non_hh","pct_wear_mask_all_time","pct_wear_mask_most_time","pct_wear_mask_half_time","pct_wear_mask_some_time","pct_wear_mask_none_time","pct_no_public","pct_feel_nervous_all_time","pct_feel_nervous_most_time","pct_feel_nervous_some_time","pct_feel_nervous_little_time","pct_feel_nervous_none_time","pct_feel_depressed_all_time","pct_feel_depressed_most_time","pct_feel_depressed_some_time","pct_feel_depressed_little_time","pct_feel_depressed_none_time","pct_worried_ill_covid19_very","pct_worried_ill_covid19_somewhat","pct_worried_ill_covid19_notTooWorried","pct_worried_ill_covid19_notWorried","pct_enough_toEat_very_worried","pct_enough_toEat_somewhat_worried","pct_enough_toEat_notToo_worried","pct_enough_toEat_not_worried","pct_chills","pct_finances_very_worried","pct_finances_somewhat_worried","pct_finances_notToo_worried","pct_finances_not_worried","pct_cli_past_smooth","pct_ili_past_smooth","pct_fever_past_smooth","pct_cough_past_smooth","pct_difficulty_breathing_past_smooth","pct_fatigue_past_smooth","pct_stuffy_runny_nose_past_smooth","pct_aches_muscle_pain_past_smooth","pct_sore_throat_past_smooth","pct_chest_pain_past_smooth","pct_nausea_past_smooth","pct_anosmia_ageusia_past_smooth","pct_eye_pain_past_smooth","pct_headache_past_smooth","pct_cmnty_sick_past_smooth","pct_ever_tested_past_smooth","pct_tested_recently_past_smooth","pct_worked_outside_home_past_smooth","pct_grocery_outside_home_past_smooth","pct_ate_outside_home_past_smooth","pct_spent_time_with_non_hh_past_smooth","pct_attended_public_event_past_smooth","pct_used_public_transit_past_smooth","pct_direct_contact_with_non_hh_past_smooth","pct_wear_mask_all_time_past_smooth","pct_wear_mask_most_time_past_smooth","pct_wear_mask_half_time_past_smooth","pct_wear_mask_some_time_past_smooth","pct_wear_mask_none_time_past_smooth","pct_no_public_past_smooth","pct_feel_nervous_all_time_past_smooth","pct_feel_nervous_most_time_past_smooth","pct_feel_nervous_some_time_past_smooth","pct_feel_nervous_little_time_past_smooth","pct_feel_nervous_none_time_past_smooth","pct_feel_depressed_all_time_past_smooth","pct_feel_depressed_most_time_past_smooth","pct_feel_depressed_some_time_past_smooth","pct_feel_depressed_little_time_past_smooth","pct_feel_depressed_none_time_past_smooth","pct_worried_ill_covid19_very_past_smooth","pct_worried_ill_covid19_somewhat_past_smooth","pct_worried_ill_covid19_notTooWorried_past_smooth","pct_worried_ill_covid19_notWorried_past_smooth","pct_enough_toEat_very_worried_past_smooth","pct_enough_toEat_somewhat_worried_past_smooth","pct_enough_toEat_notToo_worried_past_smooth","pct_enough_toEat_not_worried_past_smooth","pct_chills_past_smooth"
"32",2020-04-13,0,13,20321383,0,835.952810342043,2486.72000363083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2020-04-14,1,18,20321383,0,835.952810342043,2486.72000363083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2020-04-15,2,13,20321383,0,634.260511742346,2486.72000363083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2020-04-16,2,14,20321383,0,634.260511742346,2486.72000363083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2020-04-17,0,1,20321383,0,634.260511742346,1796.31048095708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2020-04-18,3,14,20321383,0,634.260511742346,835.952810342043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2020-04-19,1,8,20321383,45.7679252211619,680.028436963508,881.720735563205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2020-04-20,0,11,20321383,0,680.028436963508,881.720735563205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2020-04-21,2,5,20321383,70.8913340256518,750.91977098916,750.91977098916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2020-04-22,0,19,20321383,0,750.91977098916,750.91977098916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2020-04-23,1,9,20321383,16.4817498170228,767.401520806182,767.401520806182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2020-04-24,2,7,20321383,124.71652533289,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2020-04-25,0,10,20321383,0,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2020-04-26,0,3,20321383,0,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2020-04-27,1,3,20321383,0,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2020-04-28,0,3,20321383,0,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2020-04-29,0,3,20321383,0,257.857534396726,892.118046139072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2020-04-30,1,3,20321383,0,257.857534396726,257.857534396726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2020-05-01,0,4,20321383,0,212.089609175564,257.857534396726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2020-05-02,1,4,20321383,0,212.089609175564,257.857534396726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2020-05-03,0,3,20321383,0,141.198275149913,257.857534396726,501938.1601,501938.1601,751891.171,2479208.726,1016069.15,5141309.899,3468860.0781,3716780.9507,762051.8625,1505814.4803,751891.171,762051.8625,1016069.15,4897453.303,3824484.2806,1223347.2566,0,10695143.8729,13723029.9399,6590224.5069,13275959.5139,7315697.88,5883040.3785,11497838.5014,6216311.0597,5021413.7393,2152034.4597,1674481.9592,1194897.3204,1194897.3204,294660.0535,883980.1605,2355248.2897,3828548.5572,12958945.9391,0,1178640.214,1178640.214,5007188.7712,12958945.9391,7411208.3801,3824484.2806,1912242.1403,3346931.7801,5021413.7393,4064276.6,2389794.6408,5021413.7393,NA,NA,NA,NA,NA,501938.1601,501938.1601,751891.171,2479208.726,1016069.15,5141309.899,3468860.0781,3716780.9507,762051.8625,1505814.4803,751891.171,762051.8625,1016069.15,4897453.303,3824484.2806,1223347.2566,0,10695143.8729,13723029.9399,6590224.5069,13275959.5139,7315697.88,5883040.3785,11497838.5014,6216311.0597,5021413.7393,2152034.4597,1674481.9592,1194897.3204,1194897.3204,294660.0535,883980.1605,2355248.2897,3828548.5572,12958945.9391,0,1178640.214,1178640.214,5007188.7712,12958945.9391,7411208.3801,3824484.2806,1912242.1403,3346931.7801,5021413.7393,4064276.6,2389794.6408,5021413.7393,NA
"53",2020-05-04,1,10,20321383,0,141.198275149913,257.857534396726,764084.0008,459263.2558,1375757.6291,1985399.1191,0,3487149.3228,1680578.3741,4365033.0684,1068904.7458,1515975.1718,1213186.5651,910397.9584,1223347.2566,4397547.2812,2257705.6513,1385918.3206,10160691.5,11944908.9274,11747791.5123,6935688.0179,12859371.1624,5671697.9953,6458135.5174,11430777.9375,8069621.1893,5529448.3143,2091070.3107,1942724.2148,298724.3301,597448.6602,178828.1704,355624.2025,1247732.9162,4100855.0894,14438342.6215,178828.1704,713280.5433,1247732.9162,4635307.4623,13548266.0461,8965794.1796,3287999.7694,1493621.6505,3287999.7694,6425621.3046,3586724.0995,3436345.8653,3885448.4296,NA,NA,NA,NA,NA,764084.0008,459263.2558,1375757.6291,1985399.1191,0,3487149.3228,1680578.3741,4365033.0684,1068904.7458,1515975.1718,1213186.5651,910397.9584,1223347.2566,4397547.2812,2257705.6513,1385918.3206,10160691.5,11944908.9274,11747791.5123,6935688.0179,12859371.1624,5671697.9953,6458135.5174,11430777.9375,8069621.1893,5529448.3143,2091070.3107,1942724.2148,298724.3301,597448.6602,178828.1704,355624.2025,1247732.9162,4100855.0894,14438342.6215,178828.1704,713280.5433,1247732.9162,4635307.4623,13548266.0461,8965794.1796,3287999.7694,1493621.6505,3287999.7694,6425621.3046,3586724.0995,3436345.8653,3885448.4296,NA
"54",2020-05-05,1,10,20321383,0,124.71652533289,257.857534396726,642155.7028,128024.7129,1286343.5439,1406239.7036,386106.277,5531480.4526,2444662.3749,3086818.0777,1406239.7036,1928499.2467,1286343.5439,1150190.2778,1534264.4165,5206338.3246,2145938.0448,2700711.8007,5541641.1441,11121892.9159,13141838.3861,6409364.1982,13149966.9393,3115268.0139,6232568.1661,9754263.84,8104167.5404,4862906.9519,1995559.8106,1371693.3525,373913.4472,1371693.3525,735634.0646,1178640.214,1619614.2251,5301848.8247,11485645.6716,589320.107,1473300.2675,1767960.321,3092914.4926,13399919.9502,8851994.4348,3865127.0466,1869567.236,2493433.6941,6358560.7407,3739134.472,3365221.0248,3865127.0466,NA,NA,NA,NA,NA,642155.7028,128024.7129,1286343.5439,1406239.7036,386106.277,5531480.4526,2444662.3749,3086818.0777,1406239.7036,1928499.2467,1286343.5439,1150190.2778,1534264.4165,5206338.3246,2145938.0448,2700711.8007,5541641.1441,11121892.9159,13141838.3861,6409364.1982,13149966.9393,3115268.0139,6232568.1661,9754263.84,8104167.5404,4862906.9519,1995559.8106,1371693.3525,373913.4472,1371693.3525,735634.0646,1178640.214,1619614.2251,5301848.8247,11485645.6716,589320.107,1473300.2675,1767960.321,3092914.4926,13399919.9502,8851994.4348,3865127.0466,1869567.236,2493433.6941,6358560.7407,3739134.472,3365221.0248,3865127.0466,NA
"55",2020-05-06,2,16,20321383,0,0,257.857534396726,794566.0753,634027.1496,1270086.4375,2204870.0555,640123.5645,6722313.4964,2970986.1946,3174200.0246,1280247.129,1920370.6935,1259925.746,1428593.2249,1587100.0123,5003124.4946,2308509.1088,2015881.1936,20321383,12355400.864,10239944.8937,7866407.3593,10721561.6708,5120988.516,6033418.6127,10325294.7023,7638807.8697,5805819.1231,1985399.1191,916494.3733,611673.6283,1068904.7458,343431.3727,688894.8837,1893952.8956,3617206.174,13777897.674,172731.7555,516163.1282,2066684.6511,3960637.5467,13605165.9185,7793250.3805,3972830.3765,3056336.0032,3208746.3757,6417492.7514,3513567.1207,2903925.6307,5194145.4948,NA,NA,NA,NA,NA,794566.0753,634027.1496,1270086.4375,2204870.0555,640123.5645,6722313.4964,2970986.1946,3174200.0246,1280247.129,1920370.6935,1259925.746,1428593.2249,1587100.0123,5003124.4946,2308509.1088,2015881.1936,20321383,12355400.864,10239944.8937,7866407.3593,10721561.6708,5120988.516,6033418.6127,10325294.7023,7638807.8697,5805819.1231,1985399.1191,916494.3733,611673.6283,1068904.7458,343431.3727,688894.8837,1893952.8956,3617206.174,13777897.674,172731.7555,516163.1282,2066684.6511,3960637.5467,13605165.9185,7793250.3805,3972830.3765,3056336.0032,3208746.3757,6417492.7514,3513567.1207,2903925.6307,5194145.4948,NA
"56",2020-05-07,0,41,20321383,0,0,212.089609175564,288563.6386,288563.6386,577127.2772,1270086.4375,292627.9152,7106387.6351,2700711.8007,3773680.8231,1717156.8635,1278214.9907,1288375.6822,1152222.4161,1288375.6822,3720845.2273,1105483.2352,1670417.6826,3387574.5461,10733754.5006,10380162.4364,5994807.985,11818916.3528,4123208.6107,6582095.9537,8358184.8279,6864563.1774,7140933.9862,1373725.4908,1509878.7569,1235540.0864,548677.341,0,325142.128,1300568.512,3413992.344,15281680.016,162571.064,487713.192,975426.384,4551989.792,14143682.568,7689611.3272,4119144.3341,1509878.7569,3844805.6636,4119144.3341,5492869.8249,2196741.5023,5354684.4205,877883.7456,NA,NA,NA,NA,288563.6386,288563.6386,577127.2772,1270086.4375,292627.9152,7106387.6351,2700711.8007,3773680.8231,1717156.8635,1278214.9907,1288375.6822,1152222.4161,1288375.6822,3720845.2273,1105483.2352,1670417.6826,3387574.5461,10733754.5006,10380162.4364,5994807.985,11818916.3528,4123208.6107,6582095.9537,8358184.8279,6864563.1774,7140933.9862,1373725.4908,1509878.7569,1235540.0864,548677.341,0,325142.128,1300568.512,3413992.344,15281680.016,162571.064,487713.192,975426.384,4551989.792,14143682.568,7689611.3272,4119144.3341,1509878.7569,3844805.6636,4119144.3341,5492869.8249,2196741.5023,5354684.4205,877883.7456
"57",2020-05-08,0,7,20321383,0,0,212.089609175564,560870.1708,560870.1708,701087.7135,2196741.5023,981522.7989,5592444.6016,2505626.5239,3042111.0351,1658224.8528,1542392.9697,1682610.5124,1670417.6826,1392014.7355,3619238.3123,1847213.7147,1895985.0339,10160691.5,12111544.268,11650248.8739,7401047.6886,11170664.2351,5045799.3989,6502842.56,9815227.989,5769240.6337,5899297.4849,3277839.0779,1572875.0442,786437.5221,1048583.3628,150378.2342,1656192.7145,1205058.0119,4665789.5368,12643964.5026,449102.5643,597448.6602,1345275.5546,4332518.8556,13597037.3653,9309225.5523,3932187.6105,2097166.7256,2359312.5663,6947880.8477,3539984.9186,2753547.3965,4588568.2814,560870.1708,NA,NA,NA,NA,560870.1708,560870.1708,701087.7135,2196741.5023,981522.7989,5592444.6016,2505626.5239,3042111.0351,1658224.8528,1542392.9697,1682610.5124,1670417.6826,1392014.7355,3619238.3123,1847213.7147,1895985.0339,10160691.5,12111544.268,11650248.8739,7401047.6886,11170664.2351,5045799.3989,6502842.56,9815227.989,5769240.6337,5899297.4849,3277839.0779,1572875.0442,786437.5221,1048583.3628,150378.2342,1656192.7145,1205058.0119,4665789.5368,12643964.5026,449102.5643,597448.6602,1345275.5546,4332518.8556,13597037.3653,9309225.5523,3932187.6105,2097166.7256,2359312.5663,6947880.8477,3539984.9186,2753547.3965,4588568.2814,560870.1708
"58",2020-05-09,0,8,20321383,0,0,141.198275149913,751891.171,451134.7026,1806570.9487,1914274.2786,451134.7026,6823920.4114,1928499.2467,4214654.8342,910397.9584,1631807.0549,1194897.3204,1046551.2245,1631807.0549,4482897.0898,981522.7989,1717156.8635,13548266.0461,11056864.4903,11207242.7245,5805819.1231,12402140.0449,3885448.4296,4631243.1857,10307005.4576,7427465.4865,6726377.773,1963045.5978,1121740.3416,841305.2562,841305.2562,312949.2982,782373.2455,1406239.7036,3594852.6527,14224968.1,312949.2982,1562714.3527,1093290.4054,4064276.6,13286120.2054,8829640.9135,4765364.3135,2381666.0876,2101231.0022,6165507.6022,3503406.4292,4064276.6,4625146.7708,1194897.3204,NA,NA,NA,NA,751891.171,451134.7026,1806570.9487,1914274.2786,451134.7026,6823920.4114,1928499.2467,4214654.8342,910397.9584,1631807.0549,1194897.3204,1046551.2245,1631807.0549,4482897.0898,981522.7989,1717156.8635,13548266.0461,11056864.4903,11207242.7245,5805819.1231,12402140.0449,3885448.4296,4631243.1857,10307005.4576,7427465.4865,6726377.773,1963045.5978,1121740.3416,841305.2562,841305.2562,312949.2982,782373.2455,1406239.7036,3594852.6527,14224968.1,312949.2982,1562714.3527,1093290.4054,4064276.6,13286120.2054,8829640.9135,4765364.3135,2381666.0876,2101231.0022,6165507.6022,3503406.4292,4064276.6,4625146.7708,1194897.3204
"59",2020-05-10,0,4,20321383,0,0,141.198275149913,432845.4579,288563.6386,1296504.2354,1450946.7462,0,5683890.8251,3125428.7054,3005532.5457,581191.5538,581191.5538,731569.788,577127.2772,1170511.6608,4263426.1534,1670417.6826,1704964.0337,11611638.2462,11633991.7675,11207242.7245,7417304.795,11485645.6716,4929967.5158,6287435.9002,9705492.5208,8018817.7318,5805819.1231,1934595.6616,829112.4264,552741.6176,967297.8308,0,331238.5429,1156286.6927,5120988.516,13712869.2484,164603.2023,327174.2663,983554.9372,4096790.8128,14749259.7814,7187673.1671,4009408.8659,2903925.6307,3180296.4395,4700335.8879,3733038.0571,3318481.8439,5391262.9099,1024197.7032,NA,NA,NA,NA,432845.4579,288563.6386,1296504.2354,1450946.7462,0,5683890.8251,3125428.7054,3005532.5457,581191.5538,581191.5538,731569.788,577127.2772,1170511.6608,4263426.1534,1670417.6826,1704964.0337,11611638.2462,11633991.7675,11207242.7245,7417304.795,11485645.6716,4929967.5158,6287435.9002,9705492.5208,8018817.7318,5805819.1231,1934595.6616,829112.4264,552741.6176,967297.8308,0,331238.5429,1156286.6927,5120988.516,13712869.2484,164603.2023,327174.2663,983554.9372,4096790.8128,14749259.7814,7187673.1671,4009408.8659,2903925.6307,3180296.4395,4700335.8879,3733038.0571,3318481.8439,5391262.9099,1024197.7032
