"","shift","correlations","pval","win_size","signal","country"
"578",21,-0.55145063761343,5.47289109825807e-17,195,"pct_wear_mask_none_time","BO"
"579",60,0.642851173053878,1.1189150507952e-19,156,"pct_no_public","BO"
"580",18,0.418717116160919,7.52349089618243e-10,198,"pct_feel_nervous_most_time","BO"
"581",39,0.536258011303358,1.21482716269597e-14,177,"pct_feel_nervous_some_time","BO"
"582",23,0.384650646947945,3.06863999847804e-08,193,"pct_feel_nervous_little_time","BO"
"583",32,-0.629328308580619,8.49284814776027e-22,184,"pct_feel_nervous_none_time","BO"
"584",58,-0.266506559394024,0.000684707499725546,158,"pct_feel_depressed_all_time","BO"
"585",8,0.271070167444197,9.53886104996475e-05,201,"pct_feel_depressed_most_time","BO"
"586",34,0.337053669445956,3.0773915659375e-06,182,"pct_feel_depressed_some_time","BO"
"587",58,0.354531079915862,4.53947042983393e-06,158,"pct_feel_depressed_little_time","BO"
"588",32,-0.444646616192642,2.287384126961e-10,184,"pct_feel_depressed_none_time","BO"
"589",36,0.77911444055543,3.78433062743842e-38,180,"pct_worried_ill_covid19_very","BO"
"590",18,-0.625644853692347,5.11660602867864e-23,198,"pct_worried_ill_covid19_somewhat","BO"
"591",37,-0.764799301394787,8.03149873818005e-36,179,"pct_worried_ill_covid19_notTooWorried","BO"
"592",41,-0.671076071938666,2.18416139101744e-24,175,"pct_worried_ill_covid19_notWorried","BO"
"593",57,0.526748537203936,8.38329563517571e-13,159,"pct_enough_toEat_very_worried","BO"
"594",60,0.639573070039524,1.95544140864103e-19,156,"pct_enough_toEat_somewhat_worried","BO"
"595",34,-0.36089499544341,5.19888794325052e-07,182,"pct_enough_toEat_notToo_worried","BO"
"596",60,-0.464111338177252,9.2292778962937e-10,156,"pct_enough_toEat_not_worried","BO"
"597",9,0.767913749814309,7.92445889990533e-38,187,"pct_chills","BO"
"598",40,0.810801328758562,2.41397468472351e-27,111,"pct_finances_very_worried","BO"
"599",19,-0.400898777238221,1.73657399719698e-06,132,"pct_finances_somewhat_worried","BO"
"600",46,-0.712247342859203,1.12284207016437e-17,105,"pct_finances_notToo_worried","BO"
"601",52,-0.749970036590595,2.73507675700166e-19,99,"pct_finances_not_worried","BO"
"602",57,0.680058309908112,4.65048217341506e-23,159,"pct_fever","BR"
"603",23,0.597532392472218,3.67077566383827e-20,193,"pct_cough","BR"
"604",29,0.667493581344806,1.31430017508646e-25,187,"pct_difficulty_breathing","BR"
"605",12,-0.409596593303325,1.29389847780185e-09,202,"pct_fatigue","BR"
"606",23,0.560369874704662,1.96213103907231e-17,193,"pct_stuffy_runny_nose","BR"
"607",8,0.485552107972528,2.09617935451161e-13,202,"pct_aches_muscle_pain","BR"
"608",22,0.623745490622587,2.03764920160463e-22,194,"pct_sore_throat","BR"
"609",29,0.708485462802353,5.75779075967115e-30,187,"pct_chest_pain","BR"
"610",23,0.663394990878316,5.67911861736255e-26,193,"pct_nausea","BR"
"611",50,0.65307012543635,1.1301101333785e-21,166,"pct_anosmia_ageusia","BR"
"612",22,0.734516729808886,2.46051920545164e-34,194,"pct_eye_pain","BR"
"613",35,0.661058204344228,3.13571429349141e-24,181,"pct_headache","BR"
"614",14,0.649394952046163,1.07092905945246e-25,202,"pct_cmnty_sick","BR"
"615",58,-0.682897739042598,3.59377295377075e-23,158,"pct_ever_tested","BR"
"616",56,0.694228695524802,1.77222629752223e-24,160,"pct_tested_recently","BR"
"617",60,-0.712978956333912,1.13359509355515e-25,156,"pct_worked_outside_home","BR"
"618",58,-0.792411117467157,1.57804430096506e-35,158,"pct_grocery_outside_home","BR"
"619",51,-0.689351819373805,9.80986794150915e-25,165,"pct_ate_outside_home","BR"
"620",57,-0.755563791719407,7.86368420885194e-31,159,"pct_spent_time_with_non_hh","BR"
"621",56,-0.761182709818889,1.03469443564428e-31,160,"pct_attended_public_event","BR"
"622",60,-0.760893362754557,6.42575310481991e-31,156,"pct_used_public_transit","BR"
"623",57,-0.782657929886714,2.37347834918301e-34,159,"pct_direct_contact_with_non_hh","BR"
"624",7,0.675102416429194,2.31521966856597e-28,202,"pct_wear_mask_all_time","BR"
"625",14,-0.700566460990986,2.78620168303163e-31,202,"pct_wear_mask_most_time","BR"
"626",7,-0.655165970826644,2.84474186973809e-26,202,"pct_wear_mask_half_time","BR"
"627",13,-0.570380407388677,6.49750612419192e-19,202,"pct_wear_mask_some_time","BR"
"628",7,-0.5551015637756,8.36997503048218e-18,202,"pct_wear_mask_none_time","BR"
"629",56,0.704792270300186,1.74920809135279e-25,160,"pct_no_public","BR"
"630",57,0.416455433282472,4.31652099753456e-08,159,"pct_feel_nervous_all_time","BR"
"631",57,0.621711385248288,1.73811327936258e-18,159,"pct_feel_nervous_most_time","BR"
"632",58,0.602582523346167,4.34413202578714e-17,158,"pct_feel_nervous_some_time","BR"
"633",58,0.646033677292527,3.74335882641666e-20,158,"pct_feel_nervous_little_time","BR"
"634",58,-0.688696306396566,1.09662031437871e-23,158,"pct_feel_nervous_none_time","BR"
"635",46,-0.257170508102036,0.000684861198580668,170,"pct_feel_depressed_all_time","BR"
"636",57,0.488311873608394,5.74370069785858e-11,159,"pct_feel_depressed_most_time","BR"
"637",58,0.671406147857773,3.48938063631754e-22,158,"pct_feel_depressed_some_time","BR"
"638",51,0.685106478086859,2.44374869961826e-24,165,"pct_feel_depressed_little_time","BR"
"639",58,-0.76944136356255,2.23223528242115e-32,158,"pct_feel_depressed_none_time","BR"
"640",50,0.688087719773464,9.32862541191024e-25,166,"pct_worried_ill_covid19_very","BR"
"641",15,-0.575853205242616,3.08697973695417e-19,201,"pct_worried_ill_covid19_somewhat","BR"
"642",23,-0.615144392881111,1.39323377498913e-21,193,"pct_worried_ill_covid19_notTooWorried","BR"
"643",23,-0.641596263153479,6.83363252232176e-24,193,"pct_worried_ill_covid19_notWorried","BR"
"644",58,0.748654839556647,7.95075504499151e-30,158,"pct_enough_toEat_very_worried","BR"
"645",58,0.680305508061531,6.05573352157414e-23,158,"pct_enough_toEat_somewhat_worried","BR"
"646",54,0.63681602048858,6.41509958314606e-20,162,"pct_enough_toEat_notToo_worried","BR"
"647",58,-0.743467568300455,3.15145726539092e-29,158,"pct_enough_toEat_not_worried","BR"
"648",22,0.677025786112309,1.28333512220329e-25,180,"pct_chills","BR"
"649",16,0.811486027122768,4.60275037566242e-33,135,"pct_finances_very_worried","BR"
"650",10,0.365611004547559,1.03591610355166e-05,137,"pct_finances_somewhat_worried","BR"
"651",16,-0.670989258206239,3.97516583560882e-19,135,"pct_finances_notToo_worried","BR"
"652",9,-0.795371855551833,2.29159541121141e-31,137,"pct_finances_not_worried","BR"
"653",19,0.243781702889023,0.000594085321656454,196,"pct_fever","BY"
"654",52,0.239642719459294,0.00213045324456609,163,"pct_cough","BY"
"655",57,0.189634124184502,0.0173715981387755,158,"pct_difficulty_breathing","BY"
"656",33,-0.208434044820166,0.00486621313379636,182,"pct_fatigue","BY"
"657",53,0.346290984307211,6.80422680767184e-06,162,"pct_stuffy_runny_nose","BY"
"658",56,0.209489376291944,0.00824884603459212,159,"pct_aches_muscle_pain","BY"
"659",15,0.274197420277438,8.89017990603768e-05,200,"pct_sore_throat","BY"
"660",15,0.290456605638726,3.15944804783605e-05,200,"pct_chest_pain","BY"
"661",48,0.17651143457324,0.0229120288545355,167,"pct_nausea","BY"
"662",15,0.17619577925086,0.0127960268089196,200,"pct_anosmia_ageusia","BY"
"663",30,0.211666106767831,0.00392201983662529,185,"pct_eye_pain","BY"
"664",58,0.254059324233709,0.00142313911409966,157,"pct_headache","BY"
"665",15,0.231118273786661,0.00102211675535789,200,"pct_cmnty_sick","BY"
"666",20,0.167367473465664,0.0196706396951345,195,"pct_tested_recently","BY"
"667",32,-0.183087921226795,0.0133639135073738,183,"pct_worked_outside_home","BY"
"668",30,-0.249080320229268,0.000650671437241726,185,"pct_grocery_outside_home","BY"
"669",20,-0.197845419449662,0.00568797646669731,195,"pct_ate_outside_home","BY"
"670",20,-0.204225589055635,0.00428586830901421,195,"pct_spent_time_with_non_hh","BY"
"671",11,-0.212086371029903,0.00263592133150145,200,"pct_used_public_transit","BY"
"672",19,-0.196974060776266,0.00578011710178149,196,"pct_direct_contact_with_non_hh","BY"
"673",16,0.199471356947471,0.0048412821931561,199,"pct_wear_mask_all_time","BY"
"674",20,0.190881973559954,0.00767470224356225,195,"pct_wear_mask_most_time","BY"
"675",29,-0.170006757292164,0.0206931552919921,186,"pct_wear_mask_half_time","BY"
"676",34,-0.215631646105929,0.00364765581935828,181,"pct_wear_mask_some_time","BY"
"677",16,-0.219414216895746,0.00189752837647629,199,"pct_wear_mask_none_time","BY"
"678",56,0.231726248926281,0.00339388818146393,159,"pct_no_public","BY"
"679",34,0.191080275978524,0.0101854014057234,181,"pct_feel_nervous_all_time","BY"
"680",14,0.21384139685884,0.00242328110987483,200,"pct_feel_nervous_most_time","BY"
"681",20,0.188899241296483,0.00834333971694284,195,"pct_feel_nervous_some_time","BY"
"682",43,0.17134815188508,0.0250369339314091,172,"pct_feel_nervous_little_time","BY"
"683",47,-0.221662789382342,0.003990632724892,168,"pct_feel_nervous_none_time","BY"
"684",34,0.240690564887657,0.00113517016494968,181,"pct_feel_depressed_all_time","BY"
"685",14,0.175910379626086,0.0129442367773924,200,"pct_feel_depressed_most_time","BY"
"686",18,0.237687240406419,0.000794966173586494,197,"pct_feel_depressed_some_time","BY"
"687",7,-0.165221950134655,0.0196948721467287,200,"pct_feel_depressed_little_time","BY"
"688",23,-0.225821993720774,0.00168307980240866,192,"pct_feel_depressed_none_time","BY"
"689",15,0.200270244700526,0.00456606563729276,200,"pct_worried_ill_covid19_very","BY"
"690",16,-0.201423996981273,0.00443326675897078,199,"pct_worried_ill_covid19_notTooWorried","BY"
"691",14,-0.182350899726411,0.00994254764473874,200,"pct_worried_ill_covid19_notWorried","BY"
"692",22,-0.197970215440053,0.00591350398822862,193,"pct_enough_toEat_very_worried","BY"
"693",15,0.146504593141937,0.0389384526707105,200,"pct_enough_toEat_somewhat_worried","BY"
"694",31,0.246911663930383,0.000752781244550197,184,"pct_enough_toEat_notToo_worried","BY"
"695",42,-0.176989919383099,0.0201983602598596,173,"pct_enough_toEat_not_worried","BY"
"696",16,0.245586456074796,0.000753186129867397,186,"pct_chills","BY"
"697",59,-0.307568098544448,0.00301997351939942,92,"pct_finances_very_worried","BY"
"698",43,0.223367378536567,0.0207395264997804,108,"pct_finances_somewhat_worried","BY"
"699",59,0.289991623993228,0.00529879386225791,92,"pct_finances_notToo_worried","BY"
"700",15,-0.283294372775979,0.000870163676828918,136,"pct_finances_not_worried","BY"
"701",42,0.482193419173737,1.41251590574199e-11,174,"pct_fever","CA"
"702",31,0.76603432493062,3.70665602533438e-37,185,"pct_cough","CA"
"703",18,0.324166374105228,2.99924050577777e-06,198,"pct_difficulty_breathing","CA"
"704",8,0.42202405718651,3.96096047770599e-10,201,"pct_fatigue","CA"
"705",17,0.792086478022511,2.54644545330369e-44,199,"pct_stuffy_runny_nose","CA"
"706",8,0.435486278368554,9.34357443751662e-11,201,"pct_aches_muscle_pain","CA"
"707",39,0.689560093886139,1.88559210235349e-26,177,"pct_sore_throat","CA"
"708",17,0.542522341898477,1.05953448127446e-16,199,"pct_chest_pain","CA"
"709",8,0.281035666326943,5.09043809165055e-05,201,"pct_nausea","CA"
"710",14,0.291427565384222,2.57682740027847e-05,201,"pct_anosmia_ageusia","CA"
"711",7,0.549911066839664,2.3242038947601e-17,201,"pct_eye_pain","CA"
"712",15,0.639804536088599,1.54961410788434e-24,201,"pct_headache","CA"
"713",40,0.767032664034684,1.46386944729034e-35,176,"pct_cmnty_sick","CA"
"714",60,0.516541280066031,4.36241520633183e-12,156,"pct_ever_tested","CA"
"715",59,-0.355214908622217,4.65456568961478e-06,157,"pct_tested_recently","CA"
"716",9,-0.422268557041155,3.86057831654758e-10,201,"pct_worked_outside_home","CA"
"717",9,-0.696069632831573,1.34198741696646e-30,201,"pct_grocery_outside_home","CA"
"718",8,-0.815021442049718,2.74756564707099e-49,201,"pct_ate_outside_home","CA"
"719",15,-0.815672165158354,2.00044850536202e-49,201,"pct_spent_time_with_non_hh","CA"
"720",8,-0.834346883389218,1.24942378643354e-53,201,"pct_attended_public_event","CA"
"721",9,-0.662357915825675,7.0015058306079e-27,201,"pct_used_public_transit","CA"
"722",15,-0.812787492348888,8.09064625797709e-49,201,"pct_direct_contact_with_non_hh","CA"
"723",60,0.512626335097069,6.71955967856917e-12,156,"pct_wear_mask_all_time","CA"
"724",7,-0.859023701658153,4.56267720192017e-60,201,"pct_wear_mask_most_time","CA"
"725",44,-0.758058539753566,1.44825735766009e-33,172,"pct_wear_mask_half_time","CA"
"726",54,-0.78364502792139,4.10522499682248e-35,162,"pct_wear_mask_some_time","CA"
"727",60,-0.51912791315991,3.26925945136631e-12,156,"pct_wear_mask_none_time","CA"
"728",7,0.513456707492405,5.54262061515027e-15,201,"pct_no_public","CA"
"729",28,0.24972272562025,0.000529417613813034,188,"pct_feel_nervous_all_time","CA"
"730",30,0.447934317612733,1.29168787473633e-10,186,"pct_feel_nervous_most_time","CA"
"731",29,0.571429581228508,1.09266508175517e-17,187,"pct_feel_nervous_some_time","CA"
"732",16,0.479047319985083,6.29878798930385e-13,200,"pct_feel_nervous_little_time","CA"
"733",28,-0.627347245670487,4.51664256778909e-22,188,"pct_feel_nervous_none_time","CA"
"734",20,0.272865737151941,0.000104733283222208,196,"pct_feel_depressed_all_time","CA"
"735",14,0.456722917899563,8.38019809572485e-12,201,"pct_feel_depressed_most_time","CA"
"736",16,0.575678702589027,3.90121778952079e-19,200,"pct_feel_depressed_some_time","CA"
"737",8,0.60690169442277,1.03085866737412e-21,201,"pct_feel_depressed_little_time","CA"
"738",16,-0.719418026278352,2.48541363137342e-33,200,"pct_feel_depressed_none_time","CA"
"739",35,0.501191375402123,5.75641411186218e-13,181,"pct_worried_ill_covid19_very","CA"
"740",43,0.490900421018067,6.11831348715157e-12,173,"pct_worried_ill_covid19_somewhat","CA"
"741",49,-0.55953538118474,3.17047411545241e-15,167,"pct_worried_ill_covid19_notTooWorried","CA"
"742",38,-0.401689661005414,2.50220405420179e-08,178,"pct_worried_ill_covid19_notWorried","CA"
"743",57,0.452422115663461,1.90091534214906e-09,159,"pct_enough_toEat_very_worried","CA"
"744",35,0.532689693436786,9.92568269655649e-15,181,"pct_enough_toEat_somewhat_worried","CA"
"745",15,0.466631720963089,2.56639315370313e-12,201,"pct_enough_toEat_notToo_worried","CA"
"746",37,-0.544791578956603,2.6575664457072e-15,179,"pct_enough_toEat_not_worried","CA"
"747",23,0.664379874452789,2.77103282022736e-24,179,"pct_chills","CA"
"748",48,0.454614329247306,1.24788700088334e-06,103,"pct_finances_very_worried","CA"
"749",20,-0.388450794136213,4.17287185974504e-06,131,"pct_finances_somewhat_worried","CA"
"750",51,-0.224847428589392,0.0237846082496123,100,"pct_finances_notToo_worried","CA"
"751",20,0.340951953041653,6.32006419643105e-05,131,"pct_finances_not_worried","CA"
"752",44,0.26959425321736,0.00033463582578406,172,"pct_fever","CH"
"753",16,0.398947169351606,4.46003122548148e-09,200,"pct_cough","CH"
"754",8,0.289145564567164,2.9992294360042e-05,201,"pct_difficulty_breathing","CH"
"755",49,0.248295299848147,0.00117359798167539,167,"pct_fatigue","CH"
"756",9,0.432340922429431,1.31690581062564e-10,201,"pct_stuffy_runny_nose","CH"
"757",45,0.153106883380402,0.0449444087819317,171,"pct_aches_muscle_pain","CH"
"758",14,0.334414939321974,1.1491481533117e-06,201,"pct_sore_throat","CH"
"759",7,0.362498008942583,1.14843640377645e-07,201,"pct_chest_pain","CH"
"760",9,0.203333701132502,0.00370359729932437,201,"pct_nausea","CH"
"761",9,0.349231857169902,3.50550264242041e-07,201,"pct_anosmia_ageusia","CH"
"762",60,-0.410858910496013,9.05014399344737e-08,156,"pct_eye_pain","CH"
"763",9,0.422417347052121,3.80070190841092e-10,201,"pct_headache","CH"
"764",9,0.493499740058036,8.50425613704672e-14,201,"pct_cmnty_sick","CH"
"765",50,0.503794453610353,3.91814389098948e-12,166,"pct_ever_tested","CH"
"766",52,-0.261009039233924,0.00070887433010634,164,"pct_tested_recently","CH"
"767",56,0.53862609789064,1.7068607051272e-13,160,"pct_worked_outside_home","CH"
"768",55,0.48146675746862,8.82351006637707e-11,161,"pct_grocery_outside_home","CH"
"769",55,0.529543870647417,4.31673829040835e-13,161,"pct_ate_outside_home","CH"
"770",7,-0.471539087663481,1.40802367568074e-12,201,"pct_spent_time_with_non_hh","CH"
"771",60,0.500718426916522,2.4184532786211e-11,156,"pct_attended_public_event","CH"
"772",56,0.534042567250985,2.97895762228345e-13,160,"pct_used_public_transit","CH"
"773",10,-0.442052254760885,4.51248621486408e-11,201,"pct_direct_contact_with_non_hh","CH"
"774",49,0.49665817347906,7.54074054781532e-12,167,"pct_wear_mask_all_time","CH"
"775",47,0.511922618894803,9.68381734145683e-13,169,"pct_wear_mask_most_time","CH"
"776",59,0.422161610376811,3.29798948139331e-08,157,"pct_wear_mask_half_time","CH"
"777",17,-0.516179758156915,5.1583259635301e-15,199,"pct_wear_mask_some_time","CH"
"778",54,-0.518573398745037,1.33452885918132e-12,162,"pct_wear_mask_none_time","CH"
"779",53,-0.400744305430873,1.05294778165921e-07,163,"pct_no_public","CH"
"780",9,0.187375884529415,0.00757885655432776,201,"pct_feel_nervous_all_time","CH"
"781",7,0.255149955761579,0.000247627539800373,201,"pct_feel_nervous_most_time","CH"
"782",8,0.383886997440843,1.70262108604102e-08,201,"pct_feel_nervous_some_time","CH"
"783",16,0.38741520416576,1.33318407868305e-08,200,"pct_feel_nervous_little_time","CH"
"784",9,-0.452906614208876,1.30864298401251e-11,201,"pct_feel_nervous_none_time","CH"
"785",19,0.186178097858136,0.00863510672227091,197,"pct_feel_depressed_all_time","CH"
"786",8,0.313287549962465,5.62992544121158e-06,201,"pct_feel_depressed_most_time","CH"
"787",7,0.424370514280966,3.09344819986614e-10,201,"pct_feel_depressed_some_time","CH"
"788",7,0.40087546755748,3.38024491263329e-09,201,"pct_feel_depressed_little_time","CH"
"789",7,-0.501372672714872,2.95797899153357e-14,201,"pct_feel_depressed_none_time","CH"
"790",7,0.420753499222311,4.5246902059826e-10,201,"pct_worried_ill_covid19_very","CH"
"791",23,0.339182410167099,1.3120436453311e-06,193,"pct_worried_ill_covid19_somewhat","CH"
"792",20,-0.391220698866314,1.31354721829143e-08,196,"pct_worried_ill_covid19_notTooWorried","CH"
"793",23,-0.367305701763975,1.37745186903056e-07,193,"pct_worried_ill_covid19_notWorried","CH"
"794",50,0.3156151335892,3.25701685341954e-05,166,"pct_enough_toEat_very_worried","CH"
"795",43,0.326237778824116,1.1171705544873e-05,173,"pct_enough_toEat_somewhat_worried","CH"
"796",29,0.39542901255542,1.95104677322583e-08,187,"pct_enough_toEat_notToo_worried","CH"
"797",42,-0.459188035807169,1.64280018563264e-10,174,"pct_enough_toEat_not_worried","CH"
"798",15,0.380535323317185,7.16879089001541e-08,187,"pct_chills","CH"
"799",9,0.233130725675736,0.00611396223813759,136,"pct_finances_very_worried","CH"
"800",43,0.255794181244753,0.00726170476625394,108,"pct_finances_somewhat_worried","CH"
"801",55,-0.220313843554204,0.0301260429198369,96,"pct_finances_notToo_worried","CH"
"802",47,0.260471973097301,0.00728378006415985,104,"pct_finances_not_worried","CH"
"803",59,-0.331684618101498,2.20015065316062e-05,157,"pct_fever","CI"
"804",59,-0.209789711031538,0.00836269647367031,157,"pct_cough","CI"
"805",58,-0.255551257412035,0.00119233904842745,158,"pct_difficulty_breathing","CI"
"806",54,-0.366700114559706,1.59103207780579e-06,162,"pct_fatigue","CI"
"807",58,-0.3337455654995,1.82468278377461e-05,158,"pct_stuffy_runny_nose","CI"
"808",54,-0.321648065814283,2.99734120673222e-05,162,"pct_aches_muscle_pain","CI"
"809",45,-0.232508970516612,0.00221189230998256,171,"pct_sore_throat","CI"
"810",51,-0.212788281158596,0.0060689313151221,165,"pct_chest_pain","CI"
"811",50,-0.194427474041513,0.0120698767562131,166,"pct_nausea","CI"
"812",16,0.26717551739379,0.000210141789703883,197,"pct_anosmia_ageusia","CI"
"813",58,-0.297353218323994,0.000148131878463263,158,"pct_eye_pain","CI"
"814",59,-0.26744744641856,0.000737482327475691,157,"pct_headache","CI"
"815",50,-0.309094778720248,5.07835595508136e-05,166,"pct_cmnty_sick","CI"
"816",53,-0.407900694829183,6.49598679189888e-08,163,"pct_ever_tested","CI"
"817",24,0.273210305053854,0.000161289200256128,191,"pct_tested_recently","CI"
"818",55,-0.260058711637072,0.000863556779282518,161,"pct_worked_outside_home","CI"
"819",57,-0.282908799157331,0.000302324287481973,159,"pct_grocery_outside_home","CI"
"820",54,-0.404561622492203,9.32521037513433e-08,162,"pct_ate_outside_home","CI"
"821",46,-0.315401859228439,2.79650397738206e-05,170,"pct_spent_time_with_non_hh","CI"
"822",59,-0.418326698255668,4.98493569172987e-08,157,"pct_attended_public_event","CI"
"823",41,-0.336498591533166,5.28753822988524e-06,175,"pct_used_public_transit","CI"
"824",51,-0.372974084634968,8.06767328481132e-07,165,"pct_direct_contact_with_non_hh","CI"
"825",24,0.339662423498459,2.10656146560095e-06,191,"pct_wear_mask_all_time","CI"
"826",59,-0.336497164559967,1.64038646431955e-05,157,"pct_wear_mask_most_time","CI"
"827",7,-0.309981828235638,1.42043869468147e-05,201,"pct_wear_mask_half_time","CI"
"828",52,0.206155015717882,0.00808762663221534,164,"pct_wear_mask_some_time","CI"
"829",60,0.384026942301315,7.45864402860915e-07,156,"pct_wear_mask_none_time","CI"
"830",56,0.313657033776412,5.37313595670181e-05,160,"pct_no_public","CI"
"831",49,-0.180974492691657,0.0192579415108201,167,"pct_feel_nervous_all_time","CI"
"832",34,-0.413841128232708,7.0044279947154e-09,182,"pct_feel_nervous_some_time","CI"
"833",58,-0.397198219510386,2.37573654791665e-07,158,"pct_feel_nervous_little_time","CI"
"834",60,0.43003895723851,2.11016872288126e-08,156,"pct_feel_nervous_none_time","CI"
"835",26,-0.167557186815985,0.0226243837189598,189,"pct_feel_depressed_all_time","CI"
"836",41,-0.362984084036224,7.93959719530176e-07,175,"pct_feel_depressed_some_time","CI"
"837",50,-0.347996921454182,4.34475205579056e-06,166,"pct_feel_depressed_little_time","CI"
"838",35,0.397622099851849,3.25581682845784e-08,181,"pct_feel_depressed_none_time","CI"
"839",17,0.254555707615778,0.000423056874706103,197,"pct_worried_ill_covid19_very","CI"
"840",33,0.234311487723032,0.00145408255667014,183,"pct_worried_ill_covid19_somewhat","CI"
"841",12,-0.240403431692824,0.000862000033074453,201,"pct_worried_ill_covid19_notTooWorried","CI"
"842",60,0.270477485715479,0.000637882824182219,156,"pct_worried_ill_covid19_notWorried","CI"
"843",56,0.340432332791128,1.05932419545959e-05,160,"pct_enough_toEat_very_worried","CI"
"844",50,0.290828733835064,0.000143967614421345,166,"pct_enough_toEat_somewhat_worried","CI"
"845",8,-0.150201461826471,0.0391175694183264,201,"pct_enough_toEat_notToo_worried","CI"
"846",40,-0.212935945870975,0.0045482581781667,176,"pct_enough_toEat_not_worried","CI"
"847",9,0.245442092489057,0.00102590053359309,187,"pct_chills","CI"
"848",55,0.239358703890393,0.0182118130562899,96,"pct_finances_very_worried","CI"
"849",48,-0.199444152812399,0.0423771056405104,103,"pct_finances_somewhat_worried","CI"
"850",19,-0.189501611777003,0.0350336750005554,132,"pct_finances_notToo_worried","CI"
"851",33,-0.203770692456626,0.0268818743562461,118,"pct_finances_not_worried","CI"
"852",23,0.248072428088679,0.000487383803523371,193,"pct_fever","CL"
"853",39,0.577415561388387,3.25068829083321e-17,177,"pct_cough","CL"
"854",46,0.346970264590293,3.33221071321688e-06,170,"pct_difficulty_breathing","CL"
"855",46,0.521010802637819,2.76464510469535e-13,170,"pct_fatigue","CL"
"856",48,0.40804594128869,3.65375015453316e-08,168,"pct_stuffy_runny_nose","CL"
"857",59,0.408264655247104,1.00984238804314e-07,157,"pct_aches_muscle_pain","CL"
"858",41,0.587334841378879,1.05380761409903e-17,175,"pct_sore_throat","CL"
"859",39,0.539175698951301,8.1949631781774e-15,177,"pct_chest_pain","CL"
"860",32,0.516906536145094,4.97822606617007e-14,184,"pct_nausea","CL"
"861",9,0.463257802785486,3.85633574007463e-12,201,"pct_anosmia_ageusia","CL"
"862",38,0.533428693765255,1.49566462582895e-14,178,"pct_eye_pain","CL"
"863",37,0.619331451691425,3.1080510875164e-20,179,"pct_headache","CL"
"864",7,0.618045006386393,1.13953811293067e-22,201,"pct_cmnty_sick","CL"
"865",42,-0.580600069592162,3.7077963470433e-17,174,"pct_ever_tested","CL"
"866",51,0.557241914625845,6.32463393807455e-15,165,"pct_tested_recently","CL"
"867",19,-0.37719610607282,4.30880629720259e-08,197,"pct_worked_outside_home","CL"
"868",18,-0.53607335396842,3.36134036515127e-16,198,"pct_grocery_outside_home","CL"
"869",39,-0.562565610974853,3.02954618673855e-16,177,"pct_ate_outside_home","CL"
"870",17,-0.497170306786757,6.96133537833466e-14,199,"pct_spent_time_with_non_hh","CL"
"871",23,-0.460291743353715,1.4527794223572e-11,193,"pct_attended_public_event","CL"
"872",14,-0.493606613130484,8.38472434245168e-14,201,"pct_used_public_transit","CL"
"873",16,-0.461711078232759,5.24463813937858e-12,200,"pct_direct_contact_with_non_hh","CL"
"874",38,-0.446665299456091,3.67378934772858e-10,178,"pct_wear_mask_all_time","CL"
"875",8,-0.47384312764654,1.05867653724039e-12,201,"pct_wear_mask_most_time","CL"
"876",58,0.385045323716232,5.4001063207955e-07,158,"pct_wear_mask_half_time","CL"
"877",47,-0.249448404276954,0.00103649714396031,169,"pct_wear_mask_some_time","CL"
"878",14,-0.246863623935258,0.000397417296501717,201,"pct_wear_mask_none_time","CL"
"879",38,0.482684135840119,7.784237387832e-12,178,"pct_no_public","CL"
"880",46,0.500526903877159,3.14415869217497e-12,170,"pct_feel_nervous_all_time","CL"
"881",39,0.566123237748849,1.79288071017483e-16,177,"pct_feel_nervous_most_time","CL"
"882",39,0.587390931513394,6.80328087492404e-18,177,"pct_feel_nervous_some_time","CL"
"883",51,0.500011156567373,6.94775430537502e-12,165,"pct_feel_nervous_little_time","CL"
"884",45,-0.598609664681012,4.22490323035843e-18,171,"pct_feel_nervous_none_time","CL"
"885",19,0.266425903533544,0.000148231171291628,197,"pct_feel_depressed_all_time","CL"
"886",46,0.473553326750344,6.09482042496734e-11,170,"pct_feel_depressed_most_time","CL"
"887",39,0.5429785118107,4.87778042430457e-15,177,"pct_feel_depressed_some_time","CL"
"888",40,0.493992114062569,2.8055760498996e-12,176,"pct_feel_depressed_little_time","CL"
"889",39,-0.596008494319826,1.685955442128e-18,177,"pct_feel_depressed_none_time","CL"
"890",31,0.573939337266984,1.09574943321136e-17,185,"pct_worried_ill_covid19_very","CL"
"891",17,-0.531231568136511,5.83901684469061e-16,199,"pct_worried_ill_covid19_somewhat","CL"
"892",31,-0.550095481480078,4.20075585145324e-16,185,"pct_worried_ill_covid19_notTooWorried","CL"
"893",40,-0.566352540608485,2.10846396026836e-16,176,"pct_worried_ill_covid19_notWorried","CL"
"894",39,0.563404625135042,2.67851351130861e-16,177,"pct_enough_toEat_very_worried","CL"
"895",39,0.608091706294773,2.21879308067536e-19,177,"pct_enough_toEat_somewhat_worried","CL"
"896",9,-0.39147862936559,8.3607646143158e-09,201,"pct_enough_toEat_notToo_worried","CL"
"897",39,-0.616790369311784,4.88059730741508e-20,177,"pct_enough_toEat_not_worried","CL"
"898",38,0.510204835436686,2.55772374851152e-12,164,"pct_chills","CL"
"899",11,0.554520928777363,2.05964087095664e-12,136,"pct_finances_very_worried","CL"
